tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A2,deceptive,"(2, 1)",1,collect,{'type': 'collect'},collected,,29
1,A4,neutral,"(4, 0)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,29
1,A3,neutral,"(8, 8)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,29
1,A1,cooperative,"(9, 0)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,29
2,A1,cooperative,"(9, 0)",1,collect,{'type': 'collect'},collected,,28
2,A3,neutral,"(8, 7)",0,move,"{'type': 'move', 'direction': 'N'}",moved_N,,28
2,A4,neutral,"(5, 0)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,28
2,A2,deceptive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,28
3,A2,deceptive,"(1, 1)",1,collect,{'type': 'collect'},nothing_to_collect,,28
3,A3,neutral,"(8, 7)",1,collect,{'type': 'collect'},collected,,27
3,A4,neutral,"(4, 0)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
3,A1,cooperative,"(9, 1)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,27
4,A3,neutral,"(7, 7)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
4,A4,neutral,"(5, 0)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,27
4,A1,cooperative,"(9, 0)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,27
4,A2,deceptive,"(1, 1)",1,collect,{'type': 'collect'},nothing_to_collect,,27
5,A2,deceptive,"(1, 1)",1,collect,{'type': 'collect'},nothing_to_collect,,27
5,A3,neutral,"(6, 7)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
5,A1,cooperative,"(9, 1)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,27
5,A4,neutral,"(4, 0)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
6,A4,neutral,"(3, 0)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
6,A1,cooperative,"(9, 0)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,27
6,A2,deceptive,"(1, 1)",1,collect,{'type': 'collect'},nothing_to_collect,,27
6,A3,neutral,"(5, 7)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
7,A3,neutral,"(4, 7)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
