tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A3,deceptive,"(4, 9)",1,collect,{'type': 'collect'},collected,,29
1,A4,aggressive,"(8, 3)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,29
1,A2,neutral,"(0, 3)",1,collect,{'type': 'collect'},collected,,28
1,A1,deceptive,"(4, 1)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,28
2,A1,deceptive,"(3, 1)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,28
2,A3,deceptive,"(3, 9)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,28
2,A4,aggressive,"(8, 3)",1,collect,{'type': 'collect'},collected,,27
2,A2,neutral,"(1, 3)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,27
3,A4,aggressive,"(7, 3)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
3,A2,neutral,"(2, 3)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,27
3,A3,deceptive,"(2, 9)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
3,A1,deceptive,"(4, 1)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,27
4,A4,aggressive,"(7, 2)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,27
4,A2,neutral,"(2, 3)",2,collect,{'type': 'collect'},collected,,26
4,A1,deceptive,"(3, 1)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,26
4,A3,deceptive,"(1, 9)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,26
5,A3,deceptive,"(1, 9)",2,collect,{'type': 'collect'},collected,,25
5,A1,deceptive,"(2, 1)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
5,A2,neutral,"(3, 3)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,25
5,A4,aggressive,"(7, 2)",2,collect,{'type': 'collect'},collected,,24
6,A4,aggressive,"(7, 3)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,24
6,A1,deceptive,"(2, 1)",1,collect,{'type': 'collect'},collected,,23
6,A3,deceptive,"(1, 8)",2,move,"{'type': 'move', 'direction': 'N'}",moved_N,,23
6,A2,neutral,"(4, 3)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
7,A3,deceptive,"(1, 8)",3,collect,{'type': 'collect'},collected,,22
7,A2,neutral,"(4, 3)",3,collect,{'type': 'collect'},collected,,21
7,A1,deceptive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,21
7,A4,aggressive,"(8, 3)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,21
8,A1,deceptive,"(1, 1)",2,collect,{'type': 'collect'},collected,,20
8,A3,deceptive,"(1, 9)",3,move,"{'type': 'move', 'direction': 'S'}",moved_S,,20
8,A2,neutral,"(3, 3)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,20
8,A4,aggressive,"(8, 4)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,20
9,A4,aggressive,"(8, 4)",3,collect,{'type': 'collect'},collected,,19
9,A1,deceptive,"(2, 1)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,19
9,A3,deceptive,"(2, 9)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,19
9,A2,neutral,"(4, 3)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,19
10,A1,deceptive,"(3, 1)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,19
10,A4,aggressive,"(7, 4)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,19
10,A2,neutral,"(5, 3)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,19
10,A3,deceptive,"(3, 9)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,19
11,A3,deceptive,"(3, 8)",3,move,"{'type': 'move', 'direction': 'N'}",moved_N,,19
11,A4,aggressive,"(7, 4)",4,collect,{'type': 'collect'},collected,,18
