tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A3,deceptive,"(9, 1)",1,collect,{'type': 'collect'},collected,,29
1,A2,aggressive,"(7, 4)",0,raid,"{'type': 'raid', 'target_id': 'A1'}",raid_empty,,29
1,A1,cooperative,"(7, 5)",0,broadcast,"{'type': 'broadcast', 'message': ""I'll broadcast to establish cooperative communication with A2 (who is right next to me at distance 1) to coordinate resource collection rather than co""}",broadcast,I'll broadcast to establish cooperative communication with A2 (who is right next to me at distance 1) to coordinate resource collection rather than co,29
1,A4,neutral,"(1, 8)",1,collect,{'type': 'collect'},collected,,28
2,A3,deceptive,"(8, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,28
2,A1,cooperative,"(7, 5)",0,broadcast,"{'type': 'broadcast', 'message': ""I'll broadcast a cooperative message to A2 about coordinating our resource collection, since we're adjacent and working together will be more efficien""}",broadcast,"I'll broadcast a cooperative message to A2 about coordinating our resource collection, since we're adjacent and working together will be more efficien",28
2,A4,neutral,"(0, 8)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,28
2,A2,aggressive,"(8, 4)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,28
3,A1,cooperative,"(7, 5)",1,collect,{'type': 'collect'},collected,,27
3,A2,aggressive,"(8, 3)",0,move,"{'type': 'move', 'direction': 'N'}",moved_N,,27
3,A4,neutral,"(0, 8)",2,collect,{'type': 'collect'},collected,,26
3,A3,deceptive,"(8, 1)",2,collect,{'type': 'collect'},collected,,25
4,A1,cooperative,"(7, 5)",1,broadcast,"{'type': 'broadcast', 'message': ''}",broadcast,,25
4,A3,deceptive,"(9, 1)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,25
4,A2,aggressive,"(8, 3)",1,collect,{'type': 'collect'},collected,,24
4,A4,neutral,"(0, 7)",2,move,"{'type': 'move', 'direction': 'N'}",moved_N,,24
5,A1,cooperative,"(7, 5)",1,broadcast,"{'type': 'broadcast', 'message': ""I'll broadcast to share information about nearby resources and propose coordination with A2, which aligns with my collaborative personality and should""}",broadcast,"I'll broadcast to share information about nearby resources and propose coordination with A2, which aligns with my collaborative personality and should",24
5,A3,deceptive,"(9, 2)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,24
5,A2,aggressive,"(9, 3)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
5,A4,neutral,"(0, 6)",2,move,"{'type': 'move', 'direction': 'N'}",moved_N,,24
6,A2,aggressive,"(9, 3)",2,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,24
6,A3,deceptive,"(9, 2)",2,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,24
6,A4,neutral,"(1, 6)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
6,A1,cooperative,"(6, 5)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
7,A1,cooperative,"(6, 5)",2,collect,{'type': 'collect'},collected,,23
7,A3,deceptive,"(9, 2)",3,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
7,A4,neutral,"(1, 7)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,23
7,A2,aggressive,"(9, 3)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
8,A1,cooperative,"(5, 5)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
8,A3,deceptive,"(9, 2)",3,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
8,A4,neutral,"(1, 6)",2,move,"{'type': 'move', 'direction': 'N'}",moved_N,,23
8,A2,aggressive,"(9, 3)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
9,A3,deceptive,"(9, 2)",3,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
9,A2,aggressive,"(9, 3)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
9,A1,cooperative,"(6, 5)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
9,A4,neutral,"(1, 7)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,23
10,A1,cooperative,"(5, 5)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
10,A3,deceptive,"(9, 2)",3,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
10,A4,neutral,"(1, 6)",2,move,"{'type': 'move', 'direction': 'N'}",moved_N,,23
10,A2,aggressive,"(9, 3)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
11,A4,neutral,"(1, 7)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,23
11,A1,cooperative,"(6, 5)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
11,A3,deceptive,"(9, 2)",3,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
11,A2,aggressive,"(9, 3)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
12,A4,neutral,"(1, 6)",2,move,"{'type': 'move', 'direction': 'N'}",moved_N,,23
12,A1,cooperative,"(5, 5)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
12,A3,deceptive,"(9, 2)",3,raid,"{'type': 'raid', 'target_id': 'A2'}",raided_A2_stole_1,,23
12,A2,aggressive,"(9, 3)",1,raid,"{'type': 'raid', 'target_id': 'A3'}",raided_A3_stole_1,,23
