tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A1,cooperative,"(2, 0)",0,broadcast,"{'type': 'broadcast', 'message': ""I'll broadcast a cooperative message to establish friendly relations with A2 and coordinate our resource gathering strategy to maximize both our inven""}",broadcast,I'll broadcast a cooperative message to establish friendly relations with A2 and coordinate our resource gathering strategy to maximize both our inven,30
1,A3,deceptive,"(5, 6)",1,collect,{'type': 'collect'},collected,,29
1,A2,aggressive,"(4, 0)",1,collect,{'type': 'collect'},collected,,28
1,A4,neutral,"(0, 9)",0,move,"{'type': 'move', 'direction': 'S'}",moved_S,,28
2,A2,aggressive,"(5, 0)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,28
2,A4,neutral,"(0, 9)",1,collect,{'type': 'collect'},collected,,27
2,A3,deceptive,"(4, 6)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
2,A1,cooperative,"(2, 0)",0,broadcast,"{'type': 'broadcast', 'message': ''}",broadcast,,27
3,A1,cooperative,"(2, 0)",0,broadcast,"{'type': 'broadcast', 'message': ''}",broadcast,,27
3,A2,aggressive,"(4, 0)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
3,A3,deceptive,"(3, 6)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
3,A4,neutral,"(1, 9)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,27
4,A3,deceptive,"(3, 6)",2,collect,{'type': 'collect'},collected,,26
4,A2,aggressive,"(5, 0)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
4,A4,neutral,"(2, 9)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
4,A1,cooperative,"(2, 0)",0,broadcast,"{'type': 'broadcast', 'message': ""I'll broadcast to establish cooperation with A2 and coordinate resource gathering rather than compete.""}",broadcast,I'll broadcast to establish cooperation with A2 and coordinate resource gathering rather than compete.,26
5,A3,deceptive,"(4, 6)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
5,A2,aggressive,"(4, 0)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,26
5,A1,cooperative,"(2, 0)",0,broadcast,"{'type': 'broadcast', 'message': ''}",broadcast,,26
5,A4,neutral,"(2, 9)",2,collect,{'type': 'collect'},collected,,25
6,A4,neutral,"(1, 9)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
6,A3,deceptive,"(3, 6)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
6,A2,aggressive,"(5, 0)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,25
6,A1,cooperative,"(2, 0)",0,broadcast,"{'type': 'broadcast', 'message': ''}",broadcast,,25
7,A1,cooperative,"(3, 0)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,25
7,A4,neutral,"(1, 8)",2,move,"{'type': 'move', 'direction': 'N'}",moved_N,,25
