tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A1,cooperative,"(5, 1)",0,broadcast,"{'type': 'broadcast', 'message': ''}",broadcast,,30
1,A3,deceptive,"(1, 4)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,30
1,A2,aggressive,"(2, 1)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,30
1,A4,neutral,"(6, 9)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,30
2,A3,deceptive,"(0, 4)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,30
2,A1,cooperative,"(5, 1)",0,broadcast,"{'type': 'broadcast', 'message': ""I'll broadcast a cooperative message to A2 about the nearby resource locations so we can coordinate our collection efforts rather than compete, which ""}",broadcast,"I'll broadcast a cooperative message to A2 about the nearby resource locations so we can coordinate our collection efforts rather than compete, which ",30
2,A2,aggressive,"(1, 1)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,30
2,A4,neutral,"(6, 9)",1,collect,{'type': 'collect'},collected,,29
3,A1,cooperative,"(5, 0)",0,move,"{'type': 'move', 'direction': 'N'}",moved_N,,29
3,A2,aggressive,"(1, 1)",1,collect,{'type': 'collect'},collected,,28
3,A4,neutral,"(7, 9)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,28
3,A3,deceptive,"(0, 4)",1,collect,{'type': 'collect'},collected,,27
4,A3,deceptive,"(0, 5)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,27
4,A2,aggressive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
4,A4,neutral,"(7, 9)",2,collect,{'type': 'collect'},collected,,26
4,A1,cooperative,"(6, 0)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
5,A2,aggressive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
5,A1,cooperative,"(7, 0)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
5,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
5,A3,deceptive,"(0, 4)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,26
6,A1,cooperative,"(8, 0)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,26
6,A3,deceptive,"(0, 5)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,26
6,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,26
6,A2,aggressive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,26
7,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,26
7,A3,deceptive,"(0, 6)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,26
7,A1,cooperative,"(8, 0)",1,collect,{'type': 'collect'},collected,,25
7,A2,aggressive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,25
8,A3,deceptive,"(0, 6)",2,collect,{'type': 'collect'},collected,,24
8,A1,cooperative,"(9, 0)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
8,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,24
8,A2,aggressive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
9,A1,cooperative,"(9, 0)",2,collect,{'type': 'collect'},collected,,23
9,A2,aggressive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
9,A3,deceptive,"(1, 6)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
9,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,23
10,A2,aggressive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,23
10,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,23
10,A3,deceptive,"(1, 6)",3,collect,{'type': 'collect'},collected,,22
10,A1,cooperative,"(9, 1)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,22
11,A1,cooperative,"(9, 1)",3,collect,{'type': 'collect'},collected,,21
11,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,21
11,A3,deceptive,"(2, 6)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,21
11,A2,aggressive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,21
12,A2,aggressive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,21
12,A3,deceptive,"(2, 5)",3,move,"{'type': 'move', 'direction': 'N'}",moved_N,,21
12,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,21
12,A1,cooperative,"(8, 1)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,21
13,A2,aggressive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,21
13,A3,deceptive,"(3, 5)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,21
13,A1,cooperative,"(7, 1)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,21
13,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,21
14,A3,deceptive,"(3, 5)",4,collect,{'type': 'collect'},collected,,20
14,A1,cooperative,"(6, 1)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,20
14,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,20
14,A2,aggressive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,20
15,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,20
15,A3,deceptive,"(4, 5)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,20
15,A2,aggressive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,20
15,A1,cooperative,"(6, 0)",3,move,"{'type': 'move', 'direction': 'N'}",moved_N,,20
16,A3,deceptive,"(5, 5)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,20
16,A1,cooperative,"(7, 0)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,20
16,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,20
16,A2,aggressive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,20
17,A3,deceptive,"(6, 5)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,20
17,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,20
17,A1,cooperative,"(8, 0)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,20
17,A2,aggressive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,20
18,A4,neutral,"(8, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,20
