tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A4,neutral,"(8, 6)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,30
1,A3,deceptive,"(8, 9)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,30
1,A1,cooperative,"(0, 7)",1,collect,{'type': 'collect'},collected,,29
1,A2,aggressive,"(1, 4)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,29
2,A3,deceptive,"(7, 9)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,29
2,A1,cooperative,"(1, 7)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,29
2,A2,aggressive,"(1, 3)",0,move,"{'type': 'move', 'direction': 'N'}",moved_N,,29
2,A4,neutral,"(8, 6)",1,collect,{'type': 'collect'},collected,,28
3,A3,deceptive,"(6, 9)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,28
3,A1,cooperative,"(1, 7)",2,collect,{'type': 'collect'},collected,,27
3,A2,aggressive,"(1, 2)",0,move,"{'type': 'move', 'direction': 'N'}",moved_N,,27
3,A4,neutral,"(7, 6)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,27
4,A3,deceptive,"(6, 9)",1,collect,{'type': 'collect'},collected,,26
4,A4,neutral,"(7, 5)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,26
4,A1,cooperative,"(0, 7)",2,move,"{'type': 'move', 'direction': 'W'}",moved_W,,26
4,A2,aggressive,"(1, 2)",1,collect,{'type': 'collect'},collected,,25
5,A1,cooperative,"(0, 8)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,25
5,A2,aggressive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,25
5,A4,neutral,"(6, 5)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
5,A3,deceptive,"(5, 9)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
6,A4,neutral,"(5, 5)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
6,A1,cooperative,"(0, 9)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,25
6,A3,deceptive,"(4, 9)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,25
6,A2,aggressive,"(1, 0)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,25
7,A3,deceptive,"(4, 9)",2,collect,{'type': 'collect'},collected,,24
7,A4,neutral,"(4, 5)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
7,A1,cooperative,"(1, 9)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
7,A2,aggressive,"(0, 0)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
8,A3,deceptive,"(5, 9)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
8,A1,cooperative,"(2, 9)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
8,A4,neutral,"(3, 5)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,24
8,A2,aggressive,"(0, 0)",2,collect,{'type': 'collect'},collected,,23
9,A4,neutral,"(3, 6)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,23
9,A3,deceptive,"(5, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,23
9,A1,cooperative,"(2, 9)",2,broadcast,"{'type': 'broadcast', 'message': ""I'll broadcast a message to coordinate with A3 and establish a cooperative relationship, as this aligns with my personality of believing that working ""}",broadcast,"I'll broadcast a message to coordinate with A3 and establish a cooperative relationship, as this aligns with my personality of believing that working ",23
9,A2,aggressive,"(1, 0)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
10,A2,aggressive,"(2, 0)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
10,A4,neutral,"(3, 5)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,23
10,A3,deceptive,"(5, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,23
10,A1,cooperative,"(2, 9)",2,broadcast,"{'type': 'broadcast', 'message': ""I'll broadcast to A3 to coordinate and establish a cooperative relationship, which aligns with my belief that working together produces better outcome""}",broadcast,"I'll broadcast to A3 to coordinate and establish a cooperative relationship, which aligns with my belief that working together produces better outcome",23
11,A1,cooperative,"(2, 9)",2,broadcast,"{'type': 'broadcast', 'message': ""I'll broadcast a friendly message to coordinate with A3, since cooperation aligns with my personality and can lead to better outcomes for both of us i""}",broadcast,"I'll broadcast a friendly message to coordinate with A3, since cooperation aligns with my personality and can lead to better outcomes for both of us i",23
11,A2,aggressive,"(3, 0)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,23
11,A3,deceptive,"(5, 9)",2,move,"{'type': 'move', 'direction': 'S'}",move_blocked,,23
11,A4,neutral,"(3, 6)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,23
